mui,method,mod,nc,nmi
55,FG,0.3752,12,0.166
55,IM,0.3637,84,0.485
55,LP,0,1,0
55,ML,0.3962,15,0.266
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3628,87,0.491
55,LP,0,1,0
55,ML,0.3975,15,0.259
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3646,84,0.488
55,LP,0,1,0
55,ML,0.3952,17,0.282
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3605,86,0.489
55,LP,0,1,0
55,ML,0.3862,16,0.221
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.359,87,0.469
55,LP,0,1,0
55,ML,0.3941,14,0.24
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.365,84,0.475
55,LP,0,1,0
55,ML,0.3946,14,0.251
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.364,87,0.48
55,LP,0,1,0
55,ML,0.3909,15,0.251
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.367,81,0.474
55,LP,0,1,0
55,ML,0.3942,16,0.258
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3603,89,0.476
55,LP,0,1,0
55,ML,0.3917,14,0.234
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3591,91,0.497
55,LP,0,1,0
55,ML,0.3943,15,0.253
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3601,90,0.489
55,LP,0,1,0
55,ML,0.3964,13,0.234
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3624,83,0.474
55,LP,0,1,0
55,ML,0.3914,16,0.262
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3597,87,0.471
55,LP,0,1,0
55,ML,0.3894,14,0.215
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3567,90,0.483
55,LP,0,1,0
55,ML,0.3905,16,0.241
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3625,84,0.48
55,LP,0,1,0
55,ML,0.39,14,0.229
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3606,87,0.479
55,LP,0,1,0
55,ML,0.3919,16,0.234
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3657,82,0.49
55,LP,0,1,0
55,ML,0.3953,14,0.241
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3627,85,0.479
55,LP,0,1,0
55,ML,0.3966,15,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3615,85,0.469
55,LP,0,1,0
55,ML,0.3892,14,0.242
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3627,85,0.477
55,LP,0,1,0
55,ML,0.3965,16,0.266
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3559,91,0.473
55,LP,0,1,0
55,ML,0.39,15,0.233
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3631,85,0.489
55,LP,0,1,0
55,ML,0.3925,15,0.259
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3606,86,0.483
55,LP,0,1,0
55,ML,0.3929,16,0.244
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3603,89,0.487
55,LP,0,1,0
55,ML,0.3964,14,0.257
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3629,85,0.486
55,LP,0,1,0
55,ML,0.3894,16,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.362,87,0.489
55,LP,0,1,0
55,ML,0.3951,15,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3601,88,0.482
55,LP,0,1,0
55,ML,0.3926,15,0.241
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3597,90,0.479
55,LP,0,1,0
55,ML,0.3879,17,0.246
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3631,86,0.486
55,LP,0,1,0
55,ML,0.3869,15,0.235
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3627,85,0.48
55,LP,0,1,0
55,ML,0.3928,15,0.249
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3625,86,0.486
55,LP,0,1,0
55,ML,0.3913,15,0.248
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3604,84,0.475
55,LP,0,1,0
55,ML,0.3818,16,0.238
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3589,90,0.478
55,LP,0,1,0
55,ML,0.3906,15,0.254
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3645,80,0.474
55,LP,0,1,0
55,ML,0.3946,15,0.259
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3616,89,0.482
55,LP,0,1,0
55,ML,0.3891,16,0.254
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3638,83,0.478
55,LP,0,1,0
55,ML,0.3891,17,0.256
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3612,88,0.479
55,LP,0,1,0
55,ML,0.3956,15,0.245
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.359,88,0.478
55,LP,0,1,0
55,ML,0.3915,14,0.227
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3646,82,0.466
55,LP,0,1,0
55,ML,0.3895,15,0.23
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3625,81,0.477
55,LP,0,1,0
55,ML,0.393,15,0.242
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.361,88,0.484
55,LP,0,1,0
55,ML,0.3922,17,0.272
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3665,81,0.483
55,LP,0,1,0
55,ML,0.3948,14,0.227
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3591,89,0.489
55,LP,0,1,0
55,ML,0.3953,14,0.23
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3637,82,0.489
55,LP,0,1,0
55,ML,0.3941,15,0.249
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3614,88,0.485
55,LP,0,1,0
55,ML,0.3978,16,0.269
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3612,85,0.48
55,LP,0,1,0
55,ML,0.3971,15,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3614,87,0.478
55,LP,0,1,0
55,ML,0.3898,14,0.246
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3646,86,0.492
55,LP,0,1,0
55,ML,0.3906,15,0.239
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3611,85,0.485
55,LP,0,1,0
55,ML,0.3893,15,0.254
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3604,88,0.484
55,LP,0,1,0
55,ML,0.3901,14,0.227
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3616,85,0.479
55,LP,0,1,0
55,ML,0.3971,13,0.223
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3594,92,0.492
55,LP,0,1,0
55,ML,0.3939,13,0.231
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3587,88,0.488
55,LP,0,1,0
55,ML,0.3889,15,0.241
55,WT,0.2868,112,0.4
60,FG,0.3639,12,0.15
60,IM,0.3322,91,0.421
60,LP,0,1,0
60,ML,0.3666,16,0.191
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3382,88,0.425
60,LP,0,1,0
60,ML,0.3644,16,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3343,91,0.419
60,LP,5e-4,2,0.001
60,ML,0.3674,15,0.183
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.337,88,0.42
60,LP,0,1,0
60,ML,0.3676,16,0.222
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3377,88,0.416
60,LP,0,1,0
60,ML,0.367,17,0.2
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3364,89,0.425
60,LP,0,1,0
60,ML,0.3699,16,0.195
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3335,91,0.42
60,LP,0,1,0
60,ML,0.3736,13,0.173
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3353,90,0.427
60,LP,0,1,0
60,ML,0.364,14,0.173
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3339,95,0.429
60,LP,0,1,0
60,ML,0.3597,17,0.2
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3354,90,0.422
60,LP,0,1,0
60,ML,0.3625,15,0.165
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3383,90,0.422
60,LP,0,1,0
60,ML,0.3653,16,0.199
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3359,91,0.424
60,LP,0,1,0
60,ML,0.3595,16,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3305,96,0.415
60,LP,0,1,0
60,ML,0.3682,15,0.204
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3344,93,0.437
60,LP,0,1,0
60,ML,0.3713,15,0.211
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3314,98,0.437
60,LP,0,1,0
60,ML,0.3627,14,0.168
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.334,91,0.431
60,LP,0,1,0
60,ML,0.37,17,0.213
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3341,87,0.423
60,LP,0,1,0
60,ML,0.3656,16,0.175
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3327,95,0.43
60,LP,0,1,0
60,ML,0.3653,15,0.174
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3373,91,0.428
60,LP,0,1,0
60,ML,0.367,16,0.218
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3368,86,0.409
60,LP,0,1,0
60,ML,0.3659,16,0.211
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3377,90,0.41
60,LP,0,1,0
60,ML,0.3654,15,0.194
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3366,88,0.426
60,LP,0,1,0
60,ML,0.3679,15,0.177
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3352,91,0.43
60,LP,0,1,0
60,ML,0.3608,15,0.19
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3354,91,0.427
60,LP,0,1,0
60,ML,0.3667,15,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3333,95,0.416
60,LP,0,1,0
60,ML,0.3663,14,0.196
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3325,94,0.434
60,LP,5e-4,2,0.001
60,ML,0.3674,14,0.172
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3387,89,0.43
60,LP,5e-4,2,0.002
60,ML,0.3676,15,0.206
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3336,92,0.429
60,LP,0,1,0
60,ML,0.3663,17,0.21
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3367,87,0.422
60,LP,0,1,0
60,ML,0.3664,16,0.209
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3333,92,0.416
60,LP,0,1,0
60,ML,0.3694,16,0.194
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3365,91,0.426
60,LP,0,1,0
60,ML,0.3641,17,0.215
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3369,89,0.426
60,LP,0,1,0
60,ML,0.3667,15,0.194
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3348,95,0.426
60,LP,0,1,0
60,ML,0.3642,15,0.194
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3373,89,0.416
60,LP,0,1,0
60,ML,0.3618,16,0.199
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3381,89,0.418
60,LP,0,1,0
60,ML,0.3742,15,0.198
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3337,90,0.42
60,LP,0,1,0
60,ML,0.3619,15,0.188
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.335,92,0.423
60,LP,0,1,0
60,ML,0.3638,17,0.205
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3366,92,0.421
60,LP,5e-4,2,0.002
60,ML,0.3621,17,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3338,92,0.418
60,LP,0,1,0
60,ML,0.3643,14,0.182
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3336,89,0.409
60,LP,0,1,0
60,ML,0.3655,16,0.193
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3354,89,0.424
60,LP,0,1,0
60,ML,0.3657,14,0.183
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3369,90,0.421
60,LP,0,1,0
60,ML,0.3715,13,0.18
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3334,92,0.426
60,LP,0,1,0
60,ML,0.3684,18,0.21
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3384,85,0.413
60,LP,0,1,0
60,ML,0.3611,15,0.17
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3341,91,0.418
60,LP,0,1,0
60,ML,0.364,16,0.186
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3328,92,0.426
60,LP,5e-4,2,0.001
60,ML,0.3607,15,0.181
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3344,89,0.42
60,LP,0,1,0
60,ML,0.3617,16,0.182
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3344,94,0.44
60,LP,5e-4,2,0.002
60,ML,0.3628,15,0.187
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3322,92,0.421
60,LP,0,1,0
60,ML,0.3665,15,0.193
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3319,93,0.421
60,LP,0,1,0
60,ML,0.3674,13,0.172
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3401,86,0.424
60,LP,0,1,0
60,ML,0.3722,16,0.204
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3368,85,0.422
60,LP,0,1,0
60,ML,0.3655,15,0.185
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3355,94,0.437
60,LP,0,1,0
60,ML,0.3626,15,0.18
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3331,94,0.424
60,LP,0,1,0
60,ML,0.3673,18,0.209
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.333,97,0.438
60,LP,0,1,0
60,ML,0.3583,14,0.176
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3391,92,0.423
60,LP,0.2463,2,0.029
60,ML,0.3694,17,0.205
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3339,97,0.42
60,LP,0,1,0
60,ML,0.3628,15,0.201
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.338,90,0.436
60,LP,0,1,0
60,ML,0.3627,17,0.207
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3382,90,0.433
60,LP,5e-4,2,0.001
60,ML,0.3605,15,0.199
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3408,87,0.431
60,LP,0,1,0
60,ML,0.3705,13,0.165
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3371,92,0.438
60,LP,5e-4,2,0.001
60,ML,0.3664,17,0.213
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3357,92,0.429
60,LP,0,1,0
60,ML,0.3666,16,0.204
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3368,89,0.434
60,LP,0,1,0
60,ML,0.3645,16,0.197
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3346,92,0.419
60,LP,0,1,0
60,ML,0.365,16,0.209
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3365,89,0.428
60,LP,0.0011,3,0.003
60,ML,0.3691,14,0.175
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3351,93,0.426
60,LP,0,1,0
60,ML,0.3631,18,0.214
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3325,95,0.428
60,LP,0,1,0
60,ML,0.3698,15,0.197
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3312,97,0.428
60,LP,5e-4,2,0.001
60,ML,0.364,17,0.214
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3358,95,0.427
60,LP,0,1,0
60,ML,0.3672,15,0.182
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.332,94,0.424
60,LP,0,1,0
60,ML,0.3632,16,0.214
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3352,91,0.422
60,LP,0,1,0
60,ML,0.3642,15,0.212
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3348,90,0.421
60,LP,0,1,0
60,ML,0.3651,16,0.214
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3352,94,0.429
60,LP,0,1,0
60,ML,0.3693,15,0.193
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3391,90,0.437
60,LP,0,1,0
60,ML,0.3708,17,0.211
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3341,93,0.423
60,LP,0,1,0
60,ML,0.3632,15,0.179
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3367,89,0.422
60,LP,0,1,0
60,ML,0.3614,18,0.204
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.335,88,0.416
60,LP,0,1,0
60,ML,0.3658,16,0.206
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3328,94,0.426
60,LP,0,1,0
60,ML,0.3644,15,0.184
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3382,88,0.417
60,LP,0,1,0
60,ML,0.3615,16,0.191
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3338,91,0.419
60,LP,0,1,0
60,ML,0.3601,16,0.188
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3388,89,0.43
60,LP,5e-4,2,0.001
60,ML,0.3649,15,0.199
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3304,94,0.42
60,LP,0,1,0
60,ML,0.3632,14,0.184
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.335,92,0.433
60,LP,5e-4,2,0.002
60,ML,0.3689,14,0.178
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.335,90,0.418
60,LP,0,1,0
60,ML,0.3697,14,0.178
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.332,94,0.421
60,LP,0,1,0
60,ML,0.3693,16,0.21
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3358,91,0.414
60,LP,5e-4,2,0.001
60,ML,0.3694,15,0.188
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3329,95,0.419
60,LP,0,1,0
60,ML,0.3642,16,0.19
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3381,90,0.437
60,LP,0,1,0
60,ML,0.3623,17,0.202
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3347,88,0.427
60,LP,0,1,0
60,ML,0.3691,15,0.187
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3379,92,0.44
60,LP,5e-4,2,0.001
60,ML,0.3629,13,0.17
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3343,93,0.419
60,LP,5e-4,2,0.001
60,ML,0.3682,16,0.2
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3382,85,0.411
60,LP,5e-4,2,0.001
60,ML,0.3703,15,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3383,89,0.431
60,LP,0,1,0
60,ML,0.3661,16,0.207
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.333,94,0.427
60,LP,0,1,0
60,ML,0.3658,17,0.21
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3362,91,0.419
60,LP,5e-4,2,0.001
60,ML,0.3696,14,0.185
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3331,92,0.423
60,LP,5e-4,2,0.002
60,ML,0.3626,16,0.198
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3325,93,0.429
60,LP,0,1,0
60,ML,0.369,15,0.202
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.339,91,0.434
60,LP,5e-4,2,0.001
60,ML,0.3639,17,0.192
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3316,94,0.428
60,LP,0,1,0
60,ML,0.3659,15,0.186
60,WT,0.251,139,0.384
60,FG,0.3639,12,0.15
60,IM,0.3409,84,0.413
60,LP,5e-4,2,0.001
60,ML,0.3693,14,0.188
60,WT,0.251,139,0.384
65,FG,0.3464,13,0.115
65,IM,0.3177,96,0.38
65,LP,5e-4,2,0.002
65,ML,0.3557,14,0.122
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3188,92,0.372
65,LP,0,1,0
65,ML,0.3502,17,0.155
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3175,97,0.374
65,LP,0,1,0
65,ML,0.3503,13,0.127
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3222,90,0.38
65,LP,0,1,0
65,ML,0.3572,13,0.134
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3191,92,0.381
65,LP,0,1,0
65,ML,0.351,16,0.14
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.319,95,0.383
65,LP,0,1,0
65,ML,0.3512,15,0.152
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3229,90,0.373
65,LP,0,1,0
65,ML,0.357,14,0.145
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3251,92,0.383
65,LP,0,1,0
65,ML,0.3584,14,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3245,89,0.381
65,LP,0,1,0
65,ML,0.3484,14,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3231,90,0.384
65,LP,0,1,0
65,ML,0.353,14,0.136
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3198,93,0.375
65,LP,0,1,0
65,ML,0.3506,16,0.156
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3187,95,0.371
65,LP,5e-4,2,0.002
65,ML,0.3527,16,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3196,96,0.38
65,LP,5e-4,2,0.001
65,ML,0.3486,16,0.162
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3239,92,0.371
65,LP,0,1,0
65,ML,0.3511,15,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3176,93,0.38
65,LP,0,1,0
65,ML,0.3582,14,0.143
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3214,93,0.383
65,LP,0,1,0
65,ML,0.3482,17,0.167
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3225,89,0.369
65,LP,0,1,0
65,ML,0.3541,16,0.153
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.321,91,0.376
65,LP,0,1,0
65,ML,0.3536,16,0.169
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3202,91,0.378
65,LP,0,1,0
65,ML,0.3563,16,0.163
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3223,91,0.371
65,LP,0,1,0
65,ML,0.3541,17,0.155
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3242,91,0.387
65,LP,0,1,0
65,ML,0.3562,13,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3214,90,0.369
65,LP,0,1,0
65,ML,0.3543,16,0.161
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3264,87,0.368
65,LP,0,1,0
65,ML,0.353,15,0.137
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3233,89,0.38
65,LP,0,1,0
65,ML,0.3529,14,0.126
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3195,95,0.374
65,LP,0,1,0
65,ML,0.3521,15,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3201,93,0.377
65,LP,0,1,0
65,ML,0.3522,13,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.326,88,0.377
65,LP,5e-4,2,0.001
65,ML,0.3606,12,0.134
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3214,88,0.37
65,LP,0,1,0
65,ML,0.3488,17,0.163
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3201,93,0.376
65,LP,0,1,0
65,ML,0.3529,18,0.166
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3191,94,0.389
65,LP,0,1,0
65,ML,0.3504,18,0.168
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3179,93,0.377
65,LP,5e-4,2,0.001
65,ML,0.3576,14,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3191,97,0.379
65,LP,0,1,0
65,ML,0.3499,16,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.32,97,0.395
65,LP,0,1,0
65,ML,0.3485,14,0.133
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3221,88,0.376
65,LP,0,1,0
